domain,Organization,email_pattern
woodcore.com,Woodcore,{firstname}.{lastname}@{domain}
workday.com,Workday,{firstname}.{lastname}@{domain}
worldbladdercancer.org,World Bladder Cancer Patient Coalition,{firstname}.{lastname}@{domain}
worlddab.org,One Education Ltd,{firstname}.{lastname}@{domain}
worldpay.com,WorldPay,{firstname}.{lastname}@{domain}
wp-okon.de,Walter Okon,{firstname}.{lastname}@{domain}
wrbm.com,William Reed Business Media Ltd,{firstname}.{lastname}@{domain}
wrg.co.uk,WRG - Waste Recycling Group,{firstname}.{lastname}@{domain}
wsbi-esbg.org,ESBG - European Savings Banks Group,{firstname}.{lastname}@{domain}
wsi-esbg.org,ESBG - European Savings Banks Group,{firstname}.{lastname}@{domain}
wto.org,WTO - World Trade Organisation,{firstname}.{lastname}@{domain}
wts.de,WTS Group Aktiengesellschaft Steuerberatungsgesellschaft,{firstname}.{lastname}@{domain}
wu.com,Western Union,{firstname}.{lastname}@{domain}
wvstahl.de,Wirtschaftsvereinigung Stahl,{firstname}.{lastname}@{domain}
wwf.de,WWF,{firstname}.{lastname}@{domain}
xing.com,Xing,{firstname}.{lastname}@{domain}
xmldation.com,XMLdation,{firstname}.{lastname}@{domain}
xpresstrading.com,Xpress Trading,{firstname}.{lastname}@{domain}
xtxmarkets.com,XTX Markets,{firstname}.{lastname}@{domain}
yandex.com,Yandex,{firstname}.{lastname}@{domain}
yapital.com,YAPITAL GmbH,{firstname}.{lastname}@{domain}
yellowandblue.nl,Yellow&Blue Investment Management,{firstname}.{lastname}@{domain}
ymail.com,Sefran,{firstname}.{lastname}@{domain}
youris.com,youris.com,{firstname}.{lastname}@{domain}
ypfp.org,IDA Group,{firstname}.{lastname}@{domain}
yrittajat.fi,The Federation of Finnish Enterprises,{firstname}.{lastname}@{domain}
zalando.de,Zalando,{firstname}.{lastname}@{domain}
zalf.de,ZALF,{firstname}.{lastname}@{domain}
zendigital.be,Zen Digital Europe,{firstname}.{lastname}@{domain}
zephyre.co.uk,Zephyre,{firstname}.{lastname}@{domain}
zf.com,ZF Friedrichshafen AG,{firstname}.{lastname}@{domain}
zg.tel.hr,Računovodstvo i financije,{firstname}.{lastname}@{domain}
zia-deutschland.de,ZIA,{firstname}.{lastname}@{domain}
zia-europe.eu,ZIA - German Property Federation ZIA,{firstname}.{lastname}@{domain}
zum.lt,Permanent Representation of Lithuania to the EU,{firstname}.{lastname}@{domain}
zurich.ch,,{firstname}.{lastname}@{domain}
zv.fraunhofer.de,Fraunhofer-Gesellschaft,{firstname}.{lastname}@{domain}
zvw.uni-goettingen.de,University of Göttingen,{firstname}.{lastname}@{domain}
​hoganlovells.com,Hogan Lovells LLP,{firstname}.{lastname}@{domain}
ﬁtchratings.com,Fitch,{firstname}.{lastname}@{domain}
3ds.com,Dassault Systèmes,{firstname}.{lastname}@{domain}
Aareal-Bank.com,Aareal Bank,{firstname}.{lastname}@{domain}
AllenOvery.com,Allen & Overy,{firstname}.{lastname}@{domain}
BNYMellon.com,Bank of New York Mellon,{firstname}.{lastname}@{domain}
Commerzbank.com,,{firstname}.{lastname}@{domain}
Diplobel.fed.be,Permanent Representation of Belgium to the EU,{firstname}.{lastname}@{domain}
EC.EUROPA.EU,European Commission,{firstname}.{lastname}@{domain}
EFRAG.ORG,EFRAG - European Financial Reporting Advisory Group,{firstname}.{lastname}@{domain}
EUFIC.org,EUFIC - European Food Information Council ,{firstname}.{lastname}@{domain}
Europarl.europa.eu,European Parliament,{firstname}.{lastname}@{domain}
ExxonMobil.com,Exxon Mobil,{firstname}.{lastname}@{domain}
Jpmchase.com,JPMorgan Chase,{firstname}.{lastname}@{domain}
NASDAQ.COM,Nasdaq,{firstname}.{lastname}@{domain}
Odtea.com,ODTEA,{firstname}.{lastname}@{domain}
Quintiles.com,QuintilesIMS,{firstname}.{lastname}@{domain}
SBA.CH,Swiss Bankers Association,{firstname}.{lastname}@{domain}
Vinnova.se,VINNOVA,{firstname}.{lastname}@{domain}
a4mobility.it,A4 Mobility,{firstname}.{lastname}@{domain}
ab-finances.com,AB-Finances,{firstname}.{lastname}@{domain}
abbl-alfi.lu,ABBL/ALFI,{firstname}.{lastname}@{domain}
abengoa.com,"Abengoa Hidrógeno, S.A",{firstname}.{lastname}@{domain}
abertis.com,ABE - Abertis Infraestructuras,{firstname}.{lastname}@{domain}
accaglobal.com,ACCA - Association of Chartered Certified Accountants,{firstname}.{lastname}@{domain}
acciona.com,ACCIONA Infraestructuras,{firstname}.{lastname}@{domain}
aci-europe.org,ACI Europe - Airports Council International Europe,{firstname}.{lastname}@{domain}
acolin.com,ACOLIN,{firstname}.{lastname}@{domain}
acta.asso.fr,ACTA Asso,{firstname}.{lastname}@{domain}
ademe.fr,ADEME,{firstname}.{lastname}@{domain}
aecc.eu,,{firstname}.{lastname}@{domain}
aerosol.org,FEA - European Aerosol Federation,{firstname}.{lastname}@{domain}
afep.be,AFEP - Association Française des Entreprises Privées,{firstname}.{lastname}@{domain}
afm.nl,AFM - Dutch Authority for the Financial Markets,{firstname}.{lastname}@{domain}
afp.com,AFP - Agence France-Presse,{firstname}.{lastname}@{domain}
ag2rlamondiale.fr,Alternative Lending Watch/ AG2R La Mondiale,{firstname}.{lastname}@{domain}
agcocorp.com,AGCO International ,{firstname}.{lastname}@{domain}
agcogroup.com,AGCO Netherlands,{firstname}.{lastname}@{domain}
ageas.be,Ageas,{firstname}.{lastname}@{domain}
agfa.com,Agfa Healthcare N.V.,{firstname}.{lastname}@{domain}
agicoabrussels.eu,AGICOA EUROPE Brussels,{firstname}.{lastname}@{domain}
agoria.be,Agoria,{firstname}.{lastname}@{domain}
agriculture.gouv.fr,"Direction régionale de l’alimentation, de l’agriculture et de la forêt de Nouvelle-Aquitaine",{firstname}.{lastname}@{domain}
agriland.be,Agriland,{firstname}.{lastname}@{domain}
ahold.com,Ahold Europe,{firstname}.{lastname}@{domain}
aholddelhaize.com,Ahold Delhaize,{firstname}.{lastname}@{domain}
aib.ie,,{firstname}.{lastname}@{domain}
aim-mutual.org,AIM,{firstname}.{lastname}@{domain}
airbnb.com,AirBnb,{firstname}.{lastname}@{domain}
akeuropa.eu,AK Europa,{firstname}.{lastname}@{domain}
akeurope.eu,Austrian Federal  Chamber of Labour,{firstname}.{lastname}@{domain}
albertslund.dk,Albertslund Municipality,{firstname}.{lastname}@{domain}
alcan.com,Rio Tinto (Alcan),{firstname}.{lastname}@{domain}
alcatel.fr,Alcatel Lucent,{firstname}.{lastname}@{domain}
alentejo-brussels.eu,ADRAL,{firstname}.{lastname}@{domain}
algoe.fr,Algoé,{firstname}.{lastname}@{domain}
alienoreu.com,EFG - Euro Foie Gras ,{firstname}.{lastname}@{domain}
alior.pl,Alior Bank ,{firstname}.{lastname}@{domain}
allenovery.com,Allen & Overy,{firstname}.{lastname}@{domain}
allianz.com,Allianz SE,{firstname}.{lastname}@{domain}
alpheios.com,Alpheios,{firstname}.{lastname}@{domain}
alstomgroup.com,Alstom,{firstname}.{lastname}@{domain}
alterDomus.com,Alter Domus Sprl,{firstname}.{lastname}@{domain}
altius.com,Altius,{firstname}.{lastname}@{domain}
amanco.lu,Arendt & Medernach,{firstname}.{lastname}@{domain}
amfe.eu,AFME - Association for Financial Markets in Europe,{firstname}.{lastname}@{domain}
anbima.com.br,ANBIMA,{firstname}.{lastname}@{domain}
andbank.com,Andbank,{firstname}.{lastname}@{domain}
andrisk.lu,ANDRisk Sàrl,{firstname}.{lastname}@{domain}
anf.pt,National Association of Pharmacies,{firstname}.{lastname}@{domain}
anifelt.com,ANIFELT - ASSOCIATION NATIONALE INTERPROFESSIONNELLE DES FRUITS ET LEGUMES TRANSFORMES,{firstname}.{lastname}@{domain}
antfin.com,Ant Group,{firstname}.{lastname}@{domain}
aon.no,Ørsted,{firstname}.{lastname}@{domain}
apwise.com,Appwise,{firstname}.{lastname}@{domain}
arcelik.com,Arçelik A.Ş.,{firstname}.{lastname}@{domain}
arendtservices.com,Arendt & Medernach,{firstname}.{lastname}@{domain}
arteliagroup.com,Artelia,{firstname}.{lastname}@{domain}
arthurcox.com,Arthur Cox – Lex Mundi member,{firstname}.{lastname}@{domain}
asso.roam.fr,Réunion des Organismes d'Assurance Mutuelle,{firstname}.{lastname}@{domain}
assonime.it,CONSOB - Commissione Nazionale per le Società e la Borsa,{firstname}.{lastname}@{domain}
assuc.eu,ASSUC - European Association of Sugar Traders,{firstname}.{lastname}@{domain}
athenora.com,Athenora Consulting,{firstname}.{lastname}@{domain}
atosorigin.net,Worldline,{firstname}.{lastname}@{domain}
atout-france.fr,Atout France,{firstname}.{lastname}@{domain}
atr-aircraft.com,ATR - world leader for regional aircraft,{firstname}.{lastname}@{domain}
attendo.com,Attendo,{firstname}.{lastname}@{domain}
auvergnerhonealpes.eu,Auvergne-Rhône-Alpes Region Brussels office,{firstname}.{lastname}@{domain}
avanza.se,Avanza,{firstname}.{lastname}@{domain}
axasoft.sk,Axasoft,{firstname}.{lastname}@{domain}
azzeroco2.it,AzzeroCO2,{firstname}.{lastname}@{domain}
b-hive.eu,B-Hive,{firstname}.{lastname}@{domain}
bahn.de,Deutsche Bahn,{firstname}.{lastname}@{domain}
bain.com,Bain & Company,{firstname}.{lastname}@{domain}
bakkenist.nl,Bakkenist,{firstname}.{lastname}@{domain}
banca.passadore.it,Banca Passadore,{firstname}.{lastname}@{domain}
barclayscapital.com,Barclays,{firstname}.{lastname}@{domain}
bartelsmann-stiftung.de,Bartelsmann Stiftung ,{firstname}.{lastname}@{domain}
basf.com,BASF,{firstname}.{lastname}@{domain}
bavc.de,BAVC - Bundesarbeitgeberverband Chemie e.V.,{firstname}.{lastname}@{domain}
bayer.be,Bayer AG,{firstname}.{lastname}@{domain}
bayer.com,Bayer Division Crop Science,{firstname}.{lastname}@{domain}
bbh-online.be,Becker Buttner Held,{firstname}.{lastname}@{domain}
bbh.com,Brown Brothers Harriman (Luxembourg) S.C.A,{firstname}.{lastname}@{domain}
bbraun.com,"B|Braun Group, AESCULAP",{firstname}.{lastname}@{domain}
bbsrc.ac.uk,UK Research Office,{firstname}.{lastname}@{domain}
bbva.com,BBVA - Banco Bilbao Vizcaya Argentaria,{firstname}.{lastname}@{domain}
bdb.de ,German Banking Industry Committee,{firstname}.{lastname}@{domain}
bdew.de,BDEW - German Association of Energy and Water Industries,{firstname}.{lastname}@{domain}
bdo.ch,BDO Financial Services Switzerland,{firstname}.{lastname}@{domain}
bdo.lu,BDO Luxembourg,{firstname}.{lastname}@{domain}
bdsi.de,BDSI - Association of the German Confectionery Industry,{firstname}.{lastname}@{domain}
be.abb.com,ABB,{firstname}.{lastname}@{domain}
be.abnamroclearing.com,ABN Amro Clearing,{firstname}.{lastname}@{domain}
be.nestle.com,Nestlé,{firstname}.{lastname}@{domain}
belgacom.be,Belgacom,{firstname}.{lastname}@{domain}
belgian.audit.com,Belgian Audit Oversight College ,{firstname}.{lastname}@{domain}
bertelsmann-stiftung.de,Bertelsmann Stiftung,{firstname}.{lastname}@{domain}
bfadvogados.pt,"Borges, Brás, Fróis & Associados, Sociedade de Advogados, RL",{firstname}.{lastname}@{domain}
bgld.gv.at,Regional Government of Burgenland - AT,{firstname}.{lastname}@{domain}
biblibre.com,BibLibre,{firstname}.{lastname}@{domain}
bil.com,Banque Internationale à Luxembourg,{firstname}.{lastname}@{domain}
bioenv.gu.se,"University of Gothenburg, Sweden",{firstname}.{lastname}@{domain}
bmlrt.gv.at,"Austrian Federal Minister for Agriculture, Regions and Tourism",{firstname}.{lastname}@{domain}
bms.com,Bristol-Myers Squibb,{firstname}.{lastname}@{domain}
bmwgroup.com,BMW Group,{firstname}.{lastname}@{domain}
boerse-berlin.de,Börse Berlin,{firstname}.{lastname}@{domain}
boerse-stuttgart.de,Boerse Stuttgart,{firstname}.{lastname}@{domain}
bofa.com,Bank of America - Merrill Lynch,{firstname}.{lastname}@{domain}
bog-gmbh.at,BOG-GMBH,{firstname}.{lastname}@{domain}
boku.ac.at,BOKU,{firstname}.{lastname}@{domain}
bov.com,BOV - Bank of Valletta,{firstname}.{lastname}@{domain}
bpfi.ie,BPFI - Banking & Payments Federation Ireland,{firstname}.{lastname}@{domain}
bpost.be,Bpost bank,{firstname}.{lastname}@{domain}
bpostbanque.be,Bpost,{firstname}.{lastname}@{domain}
"bretagne.bzh 
","Permanent Delegation of Brittany
",{firstname}.{lastname}@{domain}
bsa.org.uk,Building Societies Association,{firstname}.{lastname}@{domain}
bse-sofia.bg,Texaco,{firstname}.{lastname}@{domain}
btaconsulting.co.uk,,{firstname}.{lastname}@{domain}
btg.org,BTG,{firstname}.{lastname}@{domain}
btopenworld.com,CISI - Chartered Institute for Securities & Investment,{firstname}.{lastname}@{domain}
budget.fed.be,IBFP - Institut belge de Finances publiques,{firstname}.{lastname}@{domain}
burlingtongroup.co.uk,FCA - Financial Conduct Authority,{firstname}.{lastname}@{domain}
business.uzh.ch,University of Zurich,{firstname}.{lastname}@{domain}
bwgv-info.de,Baden Wuerttembergischer Genossenschaftsverband e.V.,{firstname}.{lastname}@{domain}
bym.oslo.kommune.no,"Climate Agency, City of Oslo",{firstname}.{lastname}@{domain}
ca-titres.fr,Credit Agricole Titres,{firstname}.{lastname}@{domain}
caceis.com,CACEIS - Groupe credit agricole,{firstname}.{lastname}@{domain}
cafr.ro,Chamber of Financial Auditors of Romania,{firstname}.{lastname}@{domain}
camfil.com,Camfil,{firstname}.{lastname}@{domain}
canon-europe.com,Canon,{firstname}.{lastname}@{domain}
canon.be,Canon Belgium,{firstname}.{lastname}@{domain}
cantabria.be,Oficina del Gobierno de Cantabria en Bruselas,{firstname}.{lastname}@{domain}
cap2020.be,CAP 2020,{firstname}.{lastname}@{domain}
capco.com,Capco,{firstname}.{lastname}@{domain}
capgemini.com,CapGemini,{firstname}.{lastname}@{domain}
cbe.be,CBE - Coopération Bancaire pour l'Europe,{firstname}.{lastname}@{domain}
cbfa.be,"CBFA - Banking, Finance and Insurance Commission",{firstname}.{lastname}@{domain}
ccb.belgium.be,CCB - Centre for Cybersecurity Belgium,{firstname}.{lastname}@{domain}
cdti.es,CDTI ,{firstname}.{lastname}@{domain}
cea-pme.com,BVMW - Bundesverband Mittelständische Wirtschaft e.V. (BVMW),{firstname}.{lastname}@{domain}
ceb.com,Council of Europe Development Bank,{firstname}.{lastname}@{domain}
cece.eu,CECE - Committee for European Construction Equipment,{firstname}.{lastname}@{domain}
cecip.eu,European Committee for the Manufacturers of Weighing Instruments,{firstname}.{lastname}@{domain}
cedec.com,CEDEC,{firstname}.{lastname}@{domain}
ceer.eu,CEER,{firstname}.{lastname}@{domain}
ceipa.eu,CEIPA - Centre for European and International Policy Action,{firstname}.{lastname}@{domain}
cenaero.be,Cenaero,{firstname}.{lastname}@{domain}
centralsweden.be,Central Sweden European Office,{firstname}.{lastname}@{domain}
cera.be,KBC Group,{firstname}.{lastname}@{domain}
cewep.eu,Confederation of European Waste-to-Energy Plants,{firstname}.{lastname}@{domain}
cfecgc.fr,Confédération Generale des Cadres,{firstname}.{lastname}@{domain}
ch.ipconcept.com,IPConcept (Schweiz) S.A. ,{firstname}.{lastname}@{domain}
chep.com,Brambles,{firstname}.{lastname}@{domain}
chi-xeurope.com,Chi-X Europe,{firstname}.{lastname}@{domain}
cibc.com,Mobey Forum,{firstname}.{lastname}@{domain}
cisl.cam.ac.uk,University of Cambridge,{firstname}.{lastname}@{domain}
citi.com,Citi Group,{firstname}.{lastname}@{domain}
city.ac.uk,City University London,{firstname}.{lastname}@{domain}
cityhall.goteborg.se,Gothenburg European Office,{firstname}.{lastname}@{domain}
ciup.fr,CIUP - Biermans-Lapôtre Foundation,{firstname}.{lastname}@{domain}
claeysengels.be,Claeys & Engels,{firstname}.{lastname}@{domain}
clujit.ro,Cluj Innovation City Foundation,{firstname}.{lastname}@{domain}
cmlaw.lu,CM Law,{firstname}.{lastname}@{domain}
cnb.cz,CNB - Czech National Bank,{firstname}.{lastname}@{domain}
cnbc.com,CNBC,{firstname}.{lastname}@{domain}
cnh.com,CNH,{firstname}.{lastname}@{domain}
cnp.fr,CNP Assurances,{firstname}.{lastname}@{domain}
co2value.eu,Co2Value,{firstname}.{lastname}@{domain}
cobaty-intl.org,Cobaty International,{firstname}.{lastname}@{domain}
coiirm.es,COUNCIL OF MURCIA,{firstname}.{lastname}@{domain}
CreditUtility.eu,CreditUtility,{firstname}@{domain}
Hooghiemstra-en-partners.nl,Hooghiemstra & Partners,{firstname}@{domain}
MediaLawyer.ie,"Partner, Medialawyer Solicitors",{firstname}@{domain}
Razorpay.com,Razorpay,{firstname}@{domain}
Rockfield.nl,Rockfield Real Estate BV,{firstname}@{domain}
WeMove.EU,WeMove Europe,{firstname}@{domain}
a.t,,{firstname}@{domain}
ab-corporation.com,AB Corporation,{firstname}@{domain}
"ab-corporation.com	",AB Corporation,{firstname}@{domain}
accountancyeurope.eu,Accountancy Europe,{firstname}@{domain}
aceconsultants.eu,ACE consultants,{firstname}@{domain}
acumen-publicaffairs.com,acumen public affairs,{firstname}@{domain}
aisustainability.org,AI Sustainability Center ,{firstname}@{domain}
akiltel.com,Akiltel Telecom,{firstname}@{domain}
akpublicaffairs.eu,AK Public Affairs,{firstname}@{domain}
altair.com,Altair,{firstname}@{domain}
antler.co,Antler,{firstname}@{domain}
aquafed.org,AquaFed - The International Federation of Private Water Operators,{firstname}@{domain}
asacamping.se,Åsa Camping & Hursbad AB,{firstname}@{domain}
aspectconsulting.eu,Aspect Consulting,{firstname}@{domain}
atlasgo.org,AtlasGO,{firstname}@{domain}
atriumhotels.gr,Atrium Hotels,{firstname}@{domain}
awt-horwath.de,AWT Horwath GmbH,{firstname}@{domain}
badenochandclark.be,Badenoch&Clark,{firstname}@{domain}
bellona.no,The Bellona Foundation,{firstname}@{domain}
bellona.org,Bellona Europa,{firstname}@{domain}
belpassi.com,,{firstname}@{domain}
bjerregaard.com,Bjerregaard Consulting,{firstname}@{domain}
blt.co.uk,Beament Leslie Thomas,{firstname}@{domain}
bouyguestelecom.fr,Bouygues,{firstname}@{domain}
boyerallan.com,Boyer Allan Investment Management LLP,{firstname}@{domain}
bridges.be,Bridges Consulting,{firstname}@{domain}
bringandcompany.eu,Bring&Co,{firstname}@{domain}
britepaymentgroup.com,Brite Payments,{firstname}@{domain}
bruggink-consultancy.eu,Bruggink Consultancy BVBA,{firstname}@{domain}
buddler.se,FMSF - Fria Moderata Studentförbundet Stockholm,{firstname}@{domain}
budgea.com,,{firstname}@{domain}
bunq.com,Bunq,{firstname}@{domain}
callredcompass.com,Red Compass,{firstname}@{domain}
camping.lu,Les Campings et Hébergements Privés du Luxembourg,{firstname}@{domain}
caneurope.org,CAN Europe,{firstname}@{domain}
cassellconsulting.com,Cassells Consulting Associates Ltd,{firstname}@{domain}
castellconsulting.com,Castell,{firstname}@{domain}
caubo.com,NVFN - Neurofibromatose Verenigung Nederland,{firstname}@{domain}
cebcmena.com,Generali Global Infrastructure,{firstname}@{domain}
cederschiold.nu,independent ,{firstname}@{domain}
childhoodtumourtrust.org.uk,Childhood Tumour Trust,{firstname}@{domain}
chrisverhaegen.eu,,{firstname}@{domain}
chronossustainabilty.com,Chronos Sustainability Ltd,{firstname}@{domain}
cii.org,CII,{firstname}@{domain}
climatebonds.net,CBI - Climate Bonds Initiative,{firstname}@{domain}
climatestrategy.com,Climate Strategy & Partners,{firstname}@{domain}
clitravi.eu,Clitravi - Centre de liaison des industries transformatrices de viande de l'UE,{firstname}@{domain}
clive.co.uk,Clive,{firstname}@{domain}
coindesk-indices.com,CoinDesk Indices,{firstname}@{domain}
compatel.com,Compatel Limited,{firstname}@{domain}
completel.fr,Completel-Numericable,{firstname}@{domain}
condicio.co.uk,Condicio Limited,{firstname}@{domain}
coravannieuwenhuizen.eu,,{firstname}@{domain}
